Segment,Country,Product,Discount Band, Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales ,COGS,Profit,Date,Month Number,Month Name,Year
Government,Germany,VTT,High," $1,870.00 ", $250.00 , $350.00 ," $654,500.00 "," $65,450.00 "," $589,050.00 ",486200,102850,12/1/2013,12,December,2013
Enterprise,United States of America,Amarilla,High, $579.00 , $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 ",69480,-4342.5,1/1/2014,1,January,2014
Government,Canada,Amarilla,High," $2,240.00 ", $260.00 , $350.00 ," $784,000.00 "," $78,400.00 "," $705,600.00 ",582400,123200,2/1/2014,2,February,2014
Small Business,United States of America,Amarilla,High," $2,993.00 ", $260.00 , $300.00 ," $897,900.00 "," $89,790.00 "," $808,110.00 ",748250,59860,3/1/2014,3,March,2014
Channel Partners,Canada,Amarilla,High," $3,520.50 ", $260.00 , $12.00 ," $42,246.00 "," $4,224.60 "," $38,021.40 ",10561.5,27459.9,4/1/2014,4,April,2014
Government,Mexico,Amarilla,High," $2,039.00 ", $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 ",20390,16312,5/1/2014,5,May,2014
Channel Partners,Germany,Amarilla,High," $2,574.00 ", $260.00 , $12.00 ," $30,888.00 "," $3,088.80 "," $27,799.20 ",7722,20077.2,8/1/2014,8,August,2014
Government,Canada,Amarilla,High, $707.00 , $260.00 , $350.00 ," $247,450.00 "," $24,745.00 "," $222,705.00 ",183820,38885,9/1/2014,9,September,2014
Midmarket,France,Amarilla,High," $2,072.00 ", $260.00 , $15.00 ," $31,080.00 "," $3,108.00 "," $27,972.00 ",20720,7252,12/1/2014,12,December,2014
Small Business,France,Amarilla,High, $853.00 , $260.00 , $300.00 ," $255,900.00 "," $25,590.00 "," $230,310.00 ",213250,17060,12/1/2014,12,December,2014
Channel Partners,France,Carretera,High," $1,198.00 ", $3.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 ",3594,9200.64,10/1/2013,10,October,2013
Government,France,Paseo,High," $2,532.00 ", $10.00 , $7.00 ," $17,724.00 "," $1,949.64 "," $15,774.36 ",12660,3114.36,4/1/2014,4,April,2014
Channel Partners,France,Paseo,High," $1,198.00 ", $10.00 , $12.00 ," $14,376.00 "," $1,581.36 "," $12,794.64 ",3594,9200.64,10/1/2013,10,October,2013
Midmarket,Canada,Velo,High, $384.00 , $120.00 , $15.00 ," $5,760.00 ", $633.60 ," $5,126.40 ",3840,1286.4,1/1/2014,1,January,2014
Channel Partners,Germany,Velo,High, $472.00 , $120.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 ",1416,3624.96,10/1/2014,10,October,2014
Government,United States of America,VTT,High," $1,579.00 ", $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 ",7895,1942.17,3/1/2014,3,March,2014
Channel Partners,Mexico,VTT,High," $1,005.00 ", $250.00 , $12.00 ," $12,060.00 "," $1,326.60 "," $10,733.40 ",3015,7718.4,9/1/2013,9,September,2013
Midmarket,United States of America,Amarilla,High," $3,199.50 ", $260.00 , $15.00 ," $47,992.50 "," $5,279.17 "," $42,713.33 ",31995,10718.325,7/1/2014,7,July,2014
Channel Partners,Germany,Amarilla,High, $472.00 , $260.00 , $12.00 ," $5,664.00 ", $623.04 ," $5,040.96 ",1416,3624.96,10/1/2014,10,October,2014
Channel Partners,Canada,Carretera,High," $1,937.00 ", $3.00 , $12.00 ," $23,244.00 "," $2,556.84 "," $20,687.16 ",5811,14876.16,2/1/2014,2,February,2014
Government,Germany,Carretera,High, $792.00 , $3.00 , $350.00 ," $277,200.00 "," $30,492.00 "," $246,708.00 ",205920,40788,3/1/2014,3,March,2014
Small Business,Germany,Carretera,High," $2,811.00 ", $3.00 , $300.00 ," $843,300.00 "," $92,763.00 "," $750,537.00 ",702750,47787,7/1/2014,7,July,2014
Enterprise,France,Carretera,High," $2,441.00 ", $3.00 , $125.00 ," $305,125.00 "," $33,563.75 "," $271,561.25 ",292920,-21358.75,10/1/2014,10,October,2014
Midmarket,Canada,Carretera,High," $1,560.00 ", $3.00 , $15.00 ," $23,400.00 "," $2,574.00 "," $20,826.00 ",15600,5226,11/1/2013,11,November,2013
Government,Mexico,Carretera,High," $2,706.00 ", $3.00 , $7.00 ," $18,942.00 "," $2,083.62 "," $16,858.38 ",13530,3328.38,11/1/2013,11,November,2013
Government,Germany,Montana,High, $766.00 , $5.00 , $350.00 ," $268,100.00 "," $29,491.00 "," $238,609.00 ",199160,39449,1/1/2014,1,January,2014
Government,Germany,Montana,High," $2,992.00 ", $5.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 ",29920,23337.6,10/1/2013,10,October,2013
Midmarket,Mexico,Montana,High," $2,157.00 ", $5.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 ",21570,7225.95,12/1/2014,12,December,2014
Small Business,Canada,Paseo,High, $873.00 , $10.00 , $300.00 ," $261,900.00 "," $28,809.00 "," $233,091.00 ",218250,14841,1/1/2014,1,January,2014
Government,Mexico,Paseo,High," $1,122.00 ", $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 ",11220,8751.6,3/1/2014,3,March,2014
Government,Canada,Paseo,High," $2,104.50 ", $10.00 , $350.00 ," $736,575.00 "," $81,023.25 "," $655,551.75 ",547170,108381.75,7/1/2014,7,July,2014
Channel Partners,Canada,Paseo,High," $4,026.00 ", $10.00 , $12.00 ," $48,312.00 "," $5,314.32 "," $42,997.68 ",12078,30919.68,7/1/2014,7,July,2014
Channel Partners,France,Paseo,High," $2,425.50 ", $10.00 , $12.00 ," $29,106.00 "," $3,201.66 "," $25,904.34 ",7276.5,18627.84,7/1/2014,7,July,2014
Government,Canada,Paseo,High," $2,394.00 ", $10.00 , $20.00 ," $47,880.00 "," $5,266.80 "," $42,613.20 ",23940,18673.2,8/1/2014,8,August,2014
Midmarket,Mexico,Paseo,High," $1,984.00 ", $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 ",19840,6646.4,8/1/2014,8,August,2014
Enterprise,France,Paseo,High," $2,441.00 ", $10.00 , $125.00 ," $305,125.00 "," $33,563.75 "," $271,561.25 ",292920,-21358.75,10/1/2014,10,October,2014
Government,Germany,Paseo,High," $2,992.00 ", $10.00 , $20.00 ," $59,840.00 "," $6,582.40 "," $53,257.60 ",29920,23337.6,10/1/2013,10,October,2013
Small Business,Canada,Paseo,High," $1,366.00 ", $10.00 , $300.00 ," $409,800.00 "," $45,078.00 "," $364,722.00 ",341500,23222,11/1/2014,11,November,2014
Government,France,Velo,High," $2,805.00 ", $120.00 , $20.00 ," $56,100.00 "," $6,171.00 "," $49,929.00 ",28050,21879,9/1/2013,9,September,2013
Midmarket,Mexico,Velo,High, $655.00 , $120.00 , $15.00 ," $9,825.00 "," $1,080.75 "," $8,744.25 ",6550,2194.25,9/1/2013,9,September,2013
Government,Mexico,Velo,High, $344.00 , $120.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 ",89440,17716,10/1/2013,10,October,2013
Government,Canada,Velo,High," $1,808.00 ", $120.00 , $7.00 ," $12,656.00 "," $1,392.16 "," $11,263.84 ",9040,2223.84,11/1/2014,11,November,2014
Channel Partners,France,VTT,High," $1,734.00 ", $250.00 , $12.00 ," $20,808.00 "," $2,288.88 "," $18,519.12 ",5202,13317.12,1/1/2014,1,January,2014
Enterprise,Mexico,VTT,High, $554.00 , $250.00 , $125.00 ," $69,250.00 "," $7,617.50 "," $61,632.50 ",66480,-4847.5,1/1/2014,1,January,2014
Government,Canada,VTT,High," $2,935.00 ", $250.00 , $20.00 ," $58,700.00 "," $6,457.00 "," $52,243.00 ",29350,22893,11/1/2013,11,November,2013
Enterprise,Germany,Amarilla,High," $3,165.00 ", $260.00 , $125.00 ," $395,625.00 "," $43,518.75 "," $352,106.25 ",379800,-27693.75,1/1/2014,1,January,2014
Government,Mexico,Amarilla,High," $2,629.00 ", $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 ",26290,20506.2,1/1/2014,1,January,2014
Enterprise,France,Amarilla,High," $1,433.00 ", $260.00 , $125.00 ," $179,125.00 "," $19,703.75 "," $159,421.25 ",171960,-12538.75,5/1/2014,5,May,2014
Enterprise,Mexico,Amarilla,High, $947.00 , $260.00 , $125.00 ," $118,375.00 "," $13,021.25 "," $105,353.75 ",113640,-8286.25,9/1/2013,9,September,2013
Government,Mexico,Amarilla,High, $344.00 , $260.00 , $350.00 ," $120,400.00 "," $13,244.00 "," $107,156.00 ",89440,17716,10/1/2013,10,October,2013
Midmarket,Mexico,Amarilla,High," $2,157.00 ", $260.00 , $15.00 ," $32,355.00 "," $3,559.05 "," $28,795.95 ",21570,7225.95,12/1/2014,12,December,2014
Government,United States of America,Paseo,High, $380.00 , $10.00 , $7.00 ," $2,660.00 ", $292.60 ," $2,367.40 ",1900,467.4,9/1/2013,9,September,2013
Government,Mexico,Carretera,High, $886.00 , $3.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 ",230360,42528,6/1/2014,6,June,2014
Enterprise,Canada,Carretera,High," $2,416.00 ", $3.00 , $125.00 ," $302,000.00 "," $36,240.00 "," $265,760.00 ",289920,-24160,9/1/2013,9,September,2013
Enterprise,Mexico,Carretera,High," $2,156.00 ", $3.00 , $125.00 ," $269,500.00 "," $32,340.00 "," $237,160.00 ",258720,-21560,10/1/2014,10,October,2014
Midmarket,Canada,Carretera,High," $2,689.00 ", $3.00 , $15.00 ," $40,335.00 "," $4,840.20 "," $35,494.80 ",26890,8604.8,11/1/2014,11,November,2014
Midmarket,United States of America,Montana,High, $677.00 , $5.00 , $15.00 ," $10,155.00 "," $1,218.60 "," $8,936.40 ",6770,2166.4,3/1/2014,3,March,2014
Small Business,France,Montana,High," $1,773.00 ", $5.00 , $300.00 ," $531,900.00 "," $63,828.00 "," $468,072.00 ",443250,24822,4/1/2014,4,April,2014
Government,Mexico,Montana,High," $2,420.00 ", $5.00 , $7.00 ," $16,940.00 "," $2,032.80 "," $14,907.20 ",12100,2807.2,9/1/2014,9,September,2014
Government,Canada,Montana,High," $2,734.00 ", $5.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 ",13670,3171.44,10/1/2014,10,October,2014
Government,Mexico,Montana,High," $1,715.00 ", $5.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 ",17150,13034,10/1/2013,10,October,2013
Small Business,France,Montana,High," $1,186.00 ", $5.00 , $300.00 ," $355,800.00 "," $42,696.00 "," $313,104.00 ",296500,16604,12/1/2013,12,December,2013
Small Business,United States of America,Paseo,High," $3,495.00 ", $10.00 , $300.00 ," $1,048,500.00 "," $125,820.00 "," $922,680.00 ",873750,48930,1/1/2014,1,January,2014
Government,Mexico,Paseo,High, $886.00 , $10.00 , $350.00 ," $310,100.00 "," $37,212.00 "," $272,888.00 ",230360,42528,6/1/2014,6,June,2014
Enterprise,Mexico,Paseo,High," $2,156.00 ", $10.00 , $125.00 ," $269,500.00 "," $32,340.00 "," $237,160.00 ",258720,-21560,10/1/2014,10,October,2014
Government,Mexico,Paseo,High, $905.00 , $10.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 ",9050,6878,10/1/2014,10,October,2014
Government,Mexico,Paseo,High," $1,715.00 ", $10.00 , $20.00 ," $34,300.00 "," $4,116.00 "," $30,184.00 ",17150,13034,10/1/2013,10,October,2013
Government,France,Paseo,High," $1,594.00 ", $10.00 , $350.00 ," $557,900.00 "," $66,948.00 "," $490,952.00 ",414440,76512,11/1/2014,11,November,2014
Small Business,Germany,Paseo,High," $1,359.00 ", $10.00 , $300.00 ," $407,700.00 "," $48,924.00 "," $358,776.00 ",339750,19026,11/1/2014,11,November,2014
Small Business,Mexico,Paseo,High," $2,150.00 ", $10.00 , $300.00 ," $645,000.00 "," $77,400.00 "," $567,600.00 ",537500,30100,11/1/2014,11,November,2014
Government,Mexico,Paseo,High," $1,197.00 ", $10.00 , $350.00 ," $418,950.00 "," $50,274.00 "," $368,676.00 ",311220,57456,11/1/2014,11,November,2014
Midmarket,Mexico,Paseo,High, $380.00 , $10.00 , $15.00 ," $5,700.00 ", $684.00 ," $5,016.00 ",3800,1216,12/1/2013,12,December,2013
Government,Mexico,Paseo,High," $1,233.00 ", $10.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 ",12330,9370.8,12/1/2014,12,December,2014
Government,Mexico,Velo,High," $1,395.00 ", $120.00 , $350.00 ," $488,250.00 "," $58,590.00 "," $429,660.00 ",362700,66960,7/1/2014,7,July,2014
Government,United States of America,Velo,High, $986.00 , $120.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 ",256360,47328,10/1/2014,10,October,2014
Government,Mexico,Velo,High, $905.00 , $120.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 ",9050,6878,10/1/2014,10,October,2014
Channel Partners,Canada,VTT,High," $2,109.00 ", $250.00 , $12.00 ," $25,308.00 "," $3,036.96 "," $22,271.04 ",6327,15944.04,5/1/2014,5,May,2014
Midmarket,France,VTT,High," $3,874.50 ", $250.00 , $15.00 ," $58,117.50 "," $6,974.10 "," $51,143.40 ",38745,12398.4,7/1/2014,7,July,2014
Government,Canada,VTT,High, $623.00 , $250.00 , $350.00 ," $218,050.00 "," $26,166.00 "," $191,884.00 ",161980,29904,9/1/2013,9,September,2013
Government,United States of America,VTT,High, $986.00 , $250.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 ",256360,47328,10/1/2014,10,October,2014
Enterprise,United States of America,VTT,High," $2,387.00 ", $250.00 , $125.00 ," $298,375.00 "," $35,805.00 "," $262,570.00 ",286440,-23870,11/1/2014,11,November,2014
Government,Mexico,VTT,High," $1,233.00 ", $250.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 ",12330,9370.8,12/1/2014,12,December,2014
Government,United States of America,Amarilla,High, $270.00 , $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 ",70200,12960,2/1/2014,2,February,2014
Government,France,Amarilla,High," $3,421.50 ", $260.00 , $7.00 ," $23,950.50 "," $2,874.06 "," $21,076.44 ",17107.5,3968.94,7/1/2014,7,July,2014
Government,Canada,Amarilla,High," $2,734.00 ", $260.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 ",13670,3171.44,10/1/2014,10,October,2014
Midmarket,United States of America,Amarilla,High," $2,548.00 ", $260.00 , $15.00 ," $38,220.00 "," $4,586.40 "," $33,633.60 ",25480,8153.6,11/1/2013,11,November,2013
Government,France,Carretera,High," $2,521.50 ", $3.00 , $20.00 ," $50,430.00 "," $6,051.60 "," $44,378.40 ",25215,19163.4,1/1/2014,1,January,2014
Channel Partners,Mexico,Montana,High," $2,661.00 ", $5.00 , $12.00 ," $31,932.00 "," $3,831.84 "," $28,100.16 ",7983,20117.16,5/1/2014,5,May,2014
Government,Germany,Paseo,High," $1,531.00 ", $10.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 ",15310,11635.6,12/1/2014,12,December,2014
Government,France,VTT,High," $1,491.00 ", $250.00 , $7.00 ," $10,437.00 "," $1,252.44 "," $9,184.56 ",7455,1729.56,3/1/2014,3,March,2014
Government,Germany,VTT,High," $1,531.00 ", $250.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 ",15310,11635.6,12/1/2014,12,December,2014
Channel Partners,Canada,Amarilla,High," $2,761.00 ", $260.00 , $12.00 ," $33,132.00 "," $3,975.84 "," $29,156.16 ",8283,20873.16,9/1/2013,9,September,2013
Midmarket,United States of America,Carretera,High," $2,567.00 ", $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 ",25670,7829.35,6/1/2014,6,June,2014
Midmarket,United States of America,VTT,High," $2,567.00 ", $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 ",25670,7829.35,6/1/2014,6,June,2014
Government,Canada,Carretera,High, $923.00 , $3.00 , $350.00 ," $323,050.00 "," $41,996.50 "," $281,053.50 ",239980,41073.5,3/1/2014,3,March,2014
Government,France,Carretera,High," $1,790.00 ", $3.00 , $350.00 ," $626,500.00 "," $81,445.00 "," $545,055.00 ",465400,79655,3/1/2014,3,March,2014
Government,Germany,Carretera,High, $442.00 , $3.00 , $20.00 ," $8,840.00 "," $1,149.20 "," $7,690.80 ",4420,3270.8,9/1/2013,9,September,2013
Government,United States of America,Montana,High, $982.50 , $5.00 , $350.00 ," $343,875.00 "," $44,703.75 "," $299,171.25 ",255450,43721.25,1/1/2014,1,January,2014
Government,United States of America,Montana,High," $1,298.00 ", $5.00 , $7.00 ," $9,086.00 "," $1,181.18 "," $7,904.82 ",6490,1414.82,2/1/2014,2,February,2014
Channel Partners,Mexico,Montana,High, $604.00 , $5.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 ",1812,4493.76,6/1/2014,6,June,2014
Government,Mexico,Montana,High," $2,255.00 ", $5.00 , $20.00 ," $45,100.00 "," $5,863.00 "," $39,237.00 ",22550,16687,7/1/2014,7,July,2014
Government,Canada,Montana,High," $1,249.00 ", $5.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 ",12490,9242.6,10/1/2014,10,October,2014
Government,United States of America,Paseo,High," $1,438.50 ", $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 ",7192.5,1567.965,1/1/2014,1,January,2014
Small Business,Germany,Paseo,High, $807.00 , $10.00 , $300.00 ," $242,100.00 "," $31,473.00 "," $210,627.00 ",201750,8877,1/1/2014,1,January,2014
Government,United States of America,Paseo,High," $2,641.00 ", $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 ",26410,19543.4,2/1/2014,2,February,2014
Government,Germany,Paseo,High," $2,708.00 ", $10.00 , $20.00 ," $54,160.00 "," $7,040.80 "," $47,119.20 ",27080,20039.2,2/1/2014,2,February,2014
Government,Canada,Paseo,High," $2,632.00 ", $10.00 , $350.00 ," $921,200.00 "," $119,756.00 "," $801,444.00 ",684320,117124,6/1/2014,6,June,2014
Enterprise,Canada,Paseo,High," $1,583.00 ", $10.00 , $125.00 ," $197,875.00 "," $25,723.75 "," $172,151.25 ",189960,-17808.75,6/1/2014,6,June,2014
Channel Partners,Mexico,Paseo,High, $571.00 , $10.00 , $12.00 ," $6,852.00 ", $890.76 ," $5,961.24 ",1713,4248.24,7/1/2014,7,July,2014
Government,France,Paseo,High," $2,696.00 ", $10.00 , $7.00 ," $18,872.00 "," $2,453.36 "," $16,418.64 ",13480,2938.64,8/1/2014,8,August,2014
Midmarket,Canada,Paseo,High," $1,565.00 ", $10.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 ",15650,4773.25,10/1/2014,10,October,2014
Government,Canada,Paseo,High," $1,249.00 ", $10.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 ",12490,9242.6,10/1/2014,10,October,2014
Government,Germany,Paseo,High, $357.00 , $10.00 , $350.00 ," $124,950.00 "," $16,243.50 "," $108,706.50 ",92820,15886.5,11/1/2014,11,November,2014
Channel Partners,Germany,Paseo,High," $1,013.00 ", $10.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 ",3039,7536.72,12/1/2014,12,December,2014
Midmarket,France,Velo,High," $3,997.50 ", $120.00 , $15.00 ," $59,962.50 "," $7,795.13 "," $52,167.38 ",39975,12192.375,1/1/2014,1,January,2014
Government,Canada,Velo,High," $2,632.00 ", $120.00 , $350.00 ," $921,200.00 "," $119,756.00 "," $801,444.00 ",684320,117124,6/1/2014,6,June,2014
Government,France,Velo,High," $1,190.00 ", $120.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 ",5950,1297.1,6/1/2014,6,June,2014
Channel Partners,Mexico,Velo,High, $604.00 , $120.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 ",1812,4493.76,6/1/2014,6,June,2014
Midmarket,Germany,Velo,High, $660.00 , $120.00 , $15.00 ," $9,900.00 "," $1,287.00 "," $8,613.00 ",6600,2013,9/1/2013,9,September,2013
Channel Partners,Mexico,Velo,High, $410.00 , $120.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 ",1230,3050.4,10/1/2014,10,October,2014
Small Business,Mexico,Velo,High," $2,605.00 ", $120.00 , $300.00 ," $781,500.00 "," $101,595.00 "," $679,905.00 ",651250,28655,11/1/2013,11,November,2013
Channel Partners,Germany,Velo,High," $1,013.00 ", $120.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 ",3039,7536.72,12/1/2014,12,December,2014
Enterprise,Canada,VTT,High," $1,583.00 ", $250.00 , $125.00 ," $197,875.00 "," $25,723.75 "," $172,151.25 ",189960,-17808.75,6/1/2014,6,June,2014
Midmarket,Canada,VTT,High," $1,565.00 ", $250.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 ",15650,4773.25,10/1/2014,10,October,2014
Enterprise,Canada,Amarilla,High," $1,659.00 ", $260.00 , $125.00 ," $207,375.00 "," $26,958.75 "," $180,416.25 ",199080,-18663.75,1/1/2014,1,January,2014
Government,France,Amarilla,High," $1,190.00 ", $260.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 ",5950,1297.1,6/1/2014,6,June,2014
Channel Partners,Mexico,Amarilla,High, $410.00 , $260.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 ",1230,3050.4,10/1/2014,10,October,2014
Channel Partners,Germany,Amarilla,High," $1,770.00 ", $260.00 , $12.00 ," $21,240.00 "," $2,761.20 "," $18,478.80 ",5310,13168.8,12/1/2013,12,December,2013
Government,Mexico,Carretera,High," $2,579.00 ", $3.00 , $20.00 ," $51,580.00 "," $7,221.20 "," $44,358.80 ",25790,18568.8,4/1/2014,4,April,2014
Government,United States of America,Carretera,High," $1,743.00 ", $3.00 , $20.00 ," $34,860.00 "," $4,880.40 "," $29,979.60 ",17430,12549.6,5/1/2014,5,May,2014
Government,United States of America,Carretera,High," $2,996.00 ", $3.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 ",14980,3055.92,10/1/2013,10,October,2013
Government,Germany,Carretera,High, $280.00 , $3.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 ",1400,285.6,12/1/2014,12,December,2014
Government,France,Montana,High, $293.00 , $5.00 , $7.00 ," $2,051.00 ", $287.14 ," $1,763.86 ",1465,298.86,2/1/2014,2,February,2014
Government,United States of America,Montana,High," $2,996.00 ", $5.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 ",14980,3055.92,10/1/2013,10,October,2013
Midmarket,Germany,Paseo,High, $278.00 , $10.00 , $15.00 ," $4,170.00 ", $583.80 ," $3,586.20 ",2780,806.2,2/1/2014,2,February,2014
Government,Canada,Paseo,High," $2,428.00 ", $10.00 , $20.00 ," $48,560.00 "," $6,798.40 "," $41,761.60 ",24280,17481.6,3/1/2014,3,March,2014
Midmarket,United States of America,Paseo,High," $1,767.00 ", $10.00 , $15.00 ," $26,505.00 "," $3,710.70 "," $22,794.30 ",17670,5124.3,9/1/2014,9,September,2014
Channel Partners,France,Paseo,High," $1,393.00 ", $10.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 ",4179,10196.76,10/1/2014,10,October,2014
Government,Germany,VTT,High, $280.00 , $250.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 ",1400,285.6,12/1/2014,12,December,2014
Channel Partners,France,Amarilla,High," $1,393.00 ", $260.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 ",4179,10196.76,10/1/2014,10,October,2014
Channel Partners,United States of America,Amarilla,High," $2,015.00 ", $260.00 , $12.00 ," $24,180.00 "," $3,385.20 "," $20,794.80 ",6045,14749.8,12/1/2013,12,December,2013
Small Business,Mexico,Carretera,High, $801.00 , $3.00 , $300.00 ," $240,300.00 "," $33,642.00 "," $206,658.00 ",200250,6408,7/1/2014,7,July,2014
Enterprise,France,Carretera,High," $1,023.00 ", $3.00 , $125.00 ," $127,875.00 "," $17,902.50 "," $109,972.50 ",122760,-12787.5,9/1/2013,9,September,2013
Small Business,Canada,Carretera,High," $1,496.00 ", $3.00 , $300.00 ," $448,800.00 "," $62,832.00 "," $385,968.00 ",374000,11968,10/1/2014,10,October,2014
Small Business,United States of America,Carretera,High," $1,010.00 ", $3.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 ",252500,8080,10/1/2014,10,October,2014
Midmarket,Germany,Carretera,High," $1,513.00 ", $3.00 , $15.00 ," $22,695.00 "," $3,177.30 "," $19,517.70 ",15130,4387.7,11/1/2014,11,November,2014
Midmarket,Canada,Carretera,High," $2,300.00 ", $3.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 ",23000,6670,12/1/2014,12,December,2014
Enterprise,Mexico,Carretera,High," $2,821.00 ", $3.00 , $125.00 ," $352,625.00 "," $49,367.50 "," $303,257.50 ",338520,-35262.5,12/1/2013,12,December,2013
Government,Canada,Montana,High," $2,227.50 ", $5.00 , $350.00 ," $779,625.00 "," $109,147.50 "," $670,477.50 ",579150,91327.5,1/1/2014,1,January,2014
Government,Germany,Montana,High," $1,199.00 ", $5.00 , $350.00 ," $419,650.00 "," $58,751.00 "," $360,899.00 ",311740,49159,4/1/2014,4,April,2014
Government,Canada,Montana,High, $200.00 , $5.00 , $350.00 ," $70,000.00 "," $9,800.00 "," $60,200.00 ",52000,8200,5/1/2014,5,May,2014
Government,Canada,Montana,High, $388.00 , $5.00 , $7.00 ," $2,716.00 ", $380.24 ," $2,335.76 ",1940,395.76,9/1/2014,9,September,2014
Government,Mexico,Montana,High," $1,727.00 ", $5.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 ",8635,1761.54,10/1/2013,10,October,2013
Midmarket,Canada,Montana,High," $2,300.00 ", $5.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 ",23000,6670,12/1/2014,12,December,2014
Government,Mexico,Paseo,High, $260.00 , $10.00 , $20.00 ," $5,200.00 ", $728.00 ," $4,472.00 ",2600,1872,2/1/2014,2,February,2014
Midmarket,Canada,Paseo,High," $2,470.00 ", $10.00 , $15.00 ," $37,050.00 "," $5,187.00 "," $31,863.00 ",24700,7163,9/1/2013,9,September,2013
Midmarket,Canada,Paseo,High," $1,743.00 ", $10.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 ",17430,5054.7,10/1/2013,10,October,2013
Channel Partners,United States of America,Paseo,High," $2,914.00 ", $10.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 ",8742,21330.48,10/1/2014,10,October,2014
Government,France,Paseo,High," $1,731.00 ", $10.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 ",8655,1765.62,10/1/2014,10,October,2014
Government,Canada,Paseo,High, $700.00 , $10.00 , $350.00 ," $245,000.00 "," $34,300.00 "," $210,700.00 ",182000,28700,11/1/2014,11,November,2014
Channel Partners,Canada,Paseo,High," $2,222.00 ", $10.00 , $12.00 ," $26,664.00 "," $3,732.96 "," $22,931.04 ",6666,16265.04,11/1/2013,11,November,2013
Government,United States of America,Paseo,High," $1,177.00 ", $10.00 , $350.00 ," $411,950.00 "," $57,673.00 "," $354,277.00 ",306020,48257,11/1/2014,11,November,2014
Government,France,Paseo,High," $1,922.00 ", $10.00 , $350.00 ," $672,700.00 "," $94,178.00 "," $578,522.00 ",499720,78802,11/1/2013,11,November,2013
